|Sharp Objects|
|In a Dark, Dark Wood|
|The Past Never Ends|
|A Murder in Time|
|The Murder of Roger Ackroyd (Hercule Poirot #4)|
|The Last Mile (Amos Decker #2)|
|That Darkness (Gardiner and Renner #1)|
|Tastes Like Fear (DI Marnie Rome #3)|
|A Time of Torment (Charlie Parker #14)|
|A Study in Scarlet (Sherlock Holmes #1)|
|Poisonous (Max Revere Novels #3)|
|Murder at the 42nd Street Library (Raymond Ambler #1)|
|Most Wanted|
|Hide Away (Eve Duncan #20)|
|Boar Island (Anna Pigeon #19)|
|The Widow|
|Playing with Fire|
|What Happened on Beale Street (Secrets of the South Mysteries #2)|
|The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)|
|Delivering the Truth (Quaker Midwife Mystery #1)|
